country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
GBR,United Kingdom,Braich Ddu,GBR0004022,3.9,52.5951,-3.9576,Wind,,,,,REG Windpower (previously Cornwall Light and Power),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1073943,,,,,,,,,,,,,,9.83,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Bransholme Solar CIC,GBR0005214,5.0,53.8085,-0.3158,Solar,,,,,Renesola (community owned),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,7.29,7.47,7.63,7.66,7.71,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Branston solar park,GBR0002323,18.9,53.1813,-0.4736,Solar,,,,,Inazin Energy Limited/Low Carbon,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1101412,,,,,,,,,,27.82,28.41,28.88,28.96,29.37,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Bratton Fleming Solar Farm,GBR0001557,5.0,51.1252,-3.9249,Solar,,,,,Wessex Solar Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,7.48,7.57,7.49,7.51,7.75,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Braydon Manor Farm,GBR0001974,8.7,51.5885,-1.9362,Solar,,,,,Public Power Solutions,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1105991,,,,,,,,,,13.21,12.97,13.16,13.2,13.23,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Brazier Landfill Scheme,GBR0000507,3.9,51.8157,-0.056,Waste,,,,,Pioneer Aggregates (UK) Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1041730,,,,,,,,,,,,,,3.77,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Brechfa Forest West,GBR2001040,57.4,51.9606,-4.1234,Wind,,,,,RWE Npower Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,144.7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Bredbury Park Way - AD Stockport (Waste AD),GBR0000263,2.0,53.4274,-2.1143,Biomass,,,,,Greater Manchester Waste Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,Brenig Wind Farm (Resubmission),GBR2001094,37.6,53.109,-3.5031,Wind,,,,,CGNEE,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,94.78,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Brenkley Landfill,GBR0000704,1.9,55.069,-1.6743,Waste,,,,,SITA UK / Natural Power,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,1.84,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Bretby Power,GBR0000742,1.6,52.7867,-1.5848,Waste,,,,,Natural Power,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,1.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Briar Solar Farm,GBR0005720,1.9,52.6452,1.2582,Solar,,,,,NR16/ RenEnergy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,2.62,2.65,2.62,2.63,2.62,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Brickyard Barn (resubmission),GBR0001519,4.1,52.2506,-1.5558,Solar,,,,,Sun Glow Power,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,5.83,5.99,6.12,6.13,6.09,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Brigg Renewable Energy Plant (Re-submission),GBR0000150,40.0,53.5423,-0.5096,Biomass,,,,,Eco2,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,Bristol STW (Waste AD),GBR0000232,10.0,51.5128,-2.67,Biomass,,,,,GENeco,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,British Sugar - Bury,GBR0004877,5.0,52.2543,0.727,Biomass,,,,,British Sugar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,Briton / Neath,GBR0000605,2.2,51.6431,-3.8325,Waste,,,,,Natural Power,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,2.13,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Briton Ferry,GBR0000602,2.0,51.6422,-3.831,Waste,,,,,Neath Port Talbot Waste Management Co Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,1.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Broadgate Solar Farm,GBR0001618,1.1,50.8523,-3.7396,Solar,,,,,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1096722,,,,,,,,,,1.54,1.59,1.57,1.57,1.6,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Broadley Copse,GBR2001129,2.2,50.8736,-0.8489,Biomass,,,,,Broadley Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,Brockaghboy Wind Farm,GBR0004249,37.5,54.9806,-6.765,Wind,,,,,TCI Renewables/ERG Renew,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,94.53,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Brockaghboy Wind Farm - extension,GBR0002888,10.0,54.8991,-6.8692,Wind,,,,,TCI Renewables/ERG Renew,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,25.2,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Brockhampton,WKS0065622,4.2,51.935,-2.0884,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,5.97,6.13,6.26,6.26,6.21,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Brockholes Wind Cluster,GBR0002672,2.4,55.8666,-2.2879,Wind,,,,,Mr J Prentice  Brockholes Farm,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,6.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Brocklesby - Crosslands Lane,GBR0005722,3.5,53.7782,-0.6639,Biomass,,,,,BioConstruct,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,Brogborough Phase III,GBR0000515,11.0,52.0517,-0.5868,Waste,,,,,Waste Recycling Group,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,10.65,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Brogborough Phase IV,GBR0000516,11.0,52.0553,-0.5867,Waste,,,,,Waste Recycling Group,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,10.65,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Bromborough Dock,GBR0000657,3.7,53.348,-2.9806,Waste,,,,,Biffa,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,3.58,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Bromborough Dock Landfill Scheme,GBR0000550,3.0,53.3561,-2.9796,Waste,,,,,Biffa,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1049075,,,,,,,,,,,,,,2.9,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Bromham House Farm,GBR2001098,1.5,51.3917,-2.0373,Biomass,,,,,A J Butler & Sons Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,Bronwylfa Reservoir,GBR0001520,3.0,53.0318,-3.0594,Solar,,,,,Wrexham County Borough Council,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1110587,,,,,,,,,,4.29,4.5,4.44,4.45,4.5,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Broockhurst Wood,GBR0000656,2.0,51.0892,-0.3522,Waste,,,,,Biffa,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,1.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Brook Farm,GBR0002307,8.91036,51.8539,-1.1318,Solar,,,,,Green Energy UK Direct Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,13.04,13.29,13.48,13.57,13.53,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Brook Hall Farm (resubmission),GBR0005926,4.7,51.2802,-2.214,Solar,,,,,South West Solar Parks (Brook Hall Farm SPV),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,7.52,7.4,7.44,7.5,7.5,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Brookbarn,GBR0004933,3.63,50.8196,-0.5449,Solar,,,,,Anesco,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,5.33,5.32,5.37,5.38,5.37,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Brookfield Farm AD Plant (Farm AD),GBR0000228,1.3,52.7752,-2.2312,Biomass,,,,,Mr. I. Critchley,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,Brookhurst Wood (Waste AD),GBR0000312,4.5,51.1028,-0.3263,Biomass,,,,,Biffa/West Sussex County Council,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,Brookhurst Wood Gas to Energy,GBR0000584,5.1,51.1023,-0.326,Waste,,,,,Biffa,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1050922,,,,,,,,,,,,,,4.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Broomhill,GBR0002983,8.0,54.7502,-1.7607,Wind,,,,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1084655,,,,,,,,,,,,,,20.16,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Brotherton (formerly Paul Matthew Hill wind turbines),GBR0004411,4.6,56.8147,-2.3718,Wind,,,,,Renewable Energy Ventures Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,11.59,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Broughall Fields Farm,GBR2001009,2.4,52.9625,-2.6624,Biomass,,,,,Grocontinental/ Whitchurch Biogas,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,Broxburn,GBR2001158,20.0,55.9192,-3.4554,Storage,,,,,Renewable Energy Systems (RES),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,Broxted Solar Park,GBR0001592,31.59,52.1314,0.5172,Solar,,,,,Lark Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1101015,,,,,,,,,,45.44,46.13,45.25,45.38,46.32,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Bruach Caorainn Hydro Scheme,GBR2001080,1.1,56.1744,-4.5474,Hydro,,,,,Broadland Renewable Construction,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,3.33,2.58,3.5,2.81,2.8,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
GBR,United Kingdom,Bruar Hydro Scheme,GBR0000478,1.9,56.8315,-3.9299,Hydro,,,,,Bruar Hydro Ltd/ Gilkes,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1109318,,,,,,,,,,7.87,7.51,10.37,7.31,7.65,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
GBR,United Kingdom,Bryn Du,GBR0003556,16.4,52.4147,-3.707,Wind,,,,,Renewable Development Company Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,41.34,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Bryn Pica AD / Tomorrow's Valley (Waste AD) - resubmission,GBR0000261,1.0,51.7383,-3.436,Biomass,,,,,Ancala Bioenergy (formerly Biogen),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,Bryn Titli,GBR0003015,10.0,52.3672,-3.5656,Wind,,,,,Innogy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1023656,,,,,,,,,,,,,,25.2,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Bryn yr Odyn Solar Farm,GBR0002353,15.0,53.2333,-4.4047,Solar,,,,,New Forest Energy Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1100763,,,,,,,,,,22.55,22.86,22.51,22.87,23.53,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Brynpica Landfill Site,GBR0000665,2.7,51.6579,-3.4832,Waste,,,,,NOVERA,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,2.61,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Brynteg,GBR0002363,14.78664,51.7128,-4.1781,Solar,,,,,Brynteg Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,22.23,22.41,22.19,22.21,23.11,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Brynwhilach solar park,GBR0001975,5.0,51.6866,-3.9582,Solar,,,,,Good Energy Generation,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,7.63,7.46,7.48,7.5,7.6,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Bu Farm,GBR0004008,2.7,59.0973,-2.6601,Wind,,,,,Longearth Ltd/ Farm Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1057319,,,,,,,,,,,,,,6.8,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Buckwell,WKS0064636,8.0,51.6638,-2.8365,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,12.09,11.86,12.04,12.07,12.07,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Bulls Head North,GBR0001976,5.51304,52.1542,-0.8107,Solar,,,,,Anesco,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,8.23,8.2,8.34,8.36,8.36,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Bumpers 2,WKS0069236,4.1,51.7478,-0.8948,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,6.13,6.07,6.0,6.02,6.01,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Bumpers Farm Phase 1,GBR0002186,5.0,51.7483,-0.8963,Solar,,,,,Solar Planning,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,7.64,7.58,7.48,7.51,7.6,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Bunn's Hill Solar Park,GBR0005453,5.0,52.7984,1.3979,Solar,,,,,Solar Century/ Bluefield Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,7.63,7.59,7.49,7.5,7.59,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
GBR,United Kingdom,Burbo Bank,GBR0002487,90.0,53.4882,-3.1849,Wind,,,,,Orsted (formerly Dong Energy),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1061638,,,,,,,,,,,,,,226.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Burbo Bank Energy Storage,GBR2001170,2.0,53.4123,-3.0551,Storage,,,,,Ørsted,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
GBR,United Kingdom,Burbo Bank Extension (Burbo Bank 2),GBR0002539,258.0,53.48,-3.27,Wind,,,,,Orsted (formerly Dong Energy),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,,,,,,,,,,,,,,,650.4,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Burgar Hill,GBR0003307,5.0,59.1176,-3.1492,Wind,,,,,Orkney Sustainable Energy Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1047652|1060900,,,,,,,,,,,,,,12.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Burgar Hill (land Near)  Evie,GBR0003408,2.3,59.1176,-3.1492,Wind,,,,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1047652,,,,,,,,,,,,,,5.79,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Burghfield,GBR1000441,45.0,51.4563,-0.9711,Oil,,,,,Scottish and Southern: Thermal,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA,1039112,,,,,,,,,,,,,,24.42,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Burn of Whilk,GBR0004122,22.5,58.3568,-3.2039,Wind,,,,,RWE npower,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1101815,,,,,,,,,,,,,,56.72,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
GBR,United Kingdom,Burnfoot Hill,GBR0002902,30.1,56.2091,-3.7728,Wind,,,,,EDF Energies Nouvelles,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,1084302,,,,,,,,,,,,,,75.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
